Price,Close,High,Low,Open,Volume
Ticker,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS
Date,,,,,
2024-08-08,478.2502136230469,481.3918269515459,476.07525054947064,477.5252259318548,20558134
2024-08-09,479.36187744140625,481.3918489695563,476.6552684037568,481.3918489695563,9201793
2024-08-12,478.1052551269531,483.3251609654143,475.59195838996766,475.59195838996766,9076097
2024-08-13,473.65863037109375,481.24684085965686,471.9669924054827,479.4102112541013,7757706
2024-08-14,475.7852783203125,482.3584884064827,473.5619649824716,475.54361575097056,9253598
2024-08-16,485.8867492675781,487.3850748765742,476.2202466282159,478.0085555164629,13137392
2024-08-19,484.726806640625,492.31498792559694,482.93849767862906,487.91674084323574,10198725
2024-08-20,482.1651306152344,486.61172764412817,481.1018389451326,484.2917729550866,6633171
2024-08-21,488.5450439453125,492.0249908414054,482.40680878828863,483.3251383510858,8474830
2024-08-22,487.723388671875,491.54166909109694,484.72679639330397,490.9133523068748,8364290
2024-08-23,488.93170166015625,490.04337308619125,483.2768211007808,488.20671394743374,7891446
2024-08-26,488.8350524902344,491.05833630744434,485.2584346975139,489.1250357708009,7825037
2024-08-27,483.9051513671875,490.6717035411199,483.32515528088516,490.623353325696,7954114
2024-08-28,480.7151794433594,485.54843091373226,479.94187100803003,483.71180125495573,7782216
2024-08-29,488.25506591796875,490.76836256441345,480.76352619288554,481.3918429795403,18670632
2024-08-30,485.1617736816406,492.1699882701376,483.5184858918195,485.21012389593943,14947670
2024-09-02,493.03997802734375,495.79496680623095,486.5150884452751,487.1917554611239,15885469
2024-09-03,492.4116516113281,498.74322870796277,490.96167617696034,493.039968399589,12018677
2024-09-04,489.46337890625,493.0399672695979,483.27682296709156,483.3251436815295,8414967
2024-09-05,494.151611328125,494.8282487919038,490.13998925791753,491.39665226177647,10898888
2024-09-06,484.9684753417969,494.92496179676203,480.5701987040586,494.92496179676203,13716752
2024-09-09,494.6832580566406,495.55326686851936,483.66345127102517,485.2584182597628,13736044
2024-09-10,496.4715576171875,497.82489160198514,491.78332738351446,494.8282698496586,10911995
2024-09-11,497.196533203125,502.1748055976486,494.876607999576,495.8915789636068,14922832
2024-09-12,502.1748046875,503.1414549371391,491.58997265402235,497.9215199892285,18377550
2024-09-13,496.7132263183594,502.65814918259093,494.92494688747416,502.17482403914613,8825193
2024-09-16,494.0549621582031,499.75819288888493,492.70165767123507,498.6949011847263,7531604
2024-09-17,490.8166809082031,496.42324074641687,489.3667054845452,494.00661504032036,10486015
2024-09-18,490.4300231933594,495.3116247847134,488.25506007340243,490.91334833112757,5429619
2024-09-19,491.29998779296875,497.6315351077344,490.57500010807996,492.9916257243759,13925311
2024-09-20,497.24493408203125,500.0965052453006,491.0583486099196,494.9249497800765,23808194
2024-09-23,499.70989990234375,502.1265257273868,496.47158589699364,498.2599244073179,7804918
2024-09-24,498.0665588378906,500.5315052621945,497.0032671253364,499.75819683491403,6755320
2024-09-25,500.2898254394531,501.98146337814296,495.21491162338367,498.3082042254892,8476223
2024-09-26,505.31646728515625,506.2831176290781,499.7582278076055,500.38657413101663,15489991
2024-09-27,505.2680969238281,510.8746565677832,502.8997920139815,502.8997920139815,17251962
2024-09-30,500.8698425292969,506.86302678256015,496.9065411686652,503.23808840374056,10531347
2024-10-01,498.98486328125,502.41645981676925,496.8582209635775,500.8698430400882,5089315
2024-10-03,495.6499328613281,498.50156299756435,491.1550149430481,491.5899898707249,15870147
2024-10-04,486.7567443847656,500.096506659602,484.8234437942197,492.99165058920653,18228912
2024-10-07,493.18499755859375,497.7765865087185,489.85004220541475,490.0917047817371,16479772
